contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18F,W3F,W64F,Y14F,Y17F,Y18F,Y25F,Y41F,Y52F,Y70F,Y7F
k141_2819792,6301,BAS29607.1,BAS29607.1 ORF1ab [Bovine astrovirus],94.7,774,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,24,2,0,5004,4,15,6,113,6,6,2
k141_2825337,573,QYV43512.1,QYV43512.1 ORF1ab [Bovine astrovirus],96.6,147,6.20E-103,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,33,16,0,0,0,0,0,0,0,0,6
k141_2849713,774,WDX94315.1,WDX94315.1 capsid protein [Bovine astrovirus],94.4,251,3.64E-165,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,42,0,0,0,0
k141_285900,2574,UIT55527.1,UIT55527.1 ORF1a [Bovine astrovirus],96.9,777,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,214,8,0,0,0,0
k141_2890891,1876,BAS29606.1,BAS29606.1 ORF2 [Bovine astrovirus],85.1,625,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,64,96,0,0,10,0,0,0,0,0,2
k141_2921536,1169,WDD45032.1,WDD45032.1 ORF1a [Bovine astrovirus],88.8,385,9.34E-236,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,64,0,20,0,2,0,0,0,601,0
k141_2935117,755,WDD45055.1,WDD45055.1 ORF2 [Bovine astrovirus],94,251,4.61E-158,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,6,5,0,0,0,18,0,33,0,0,4
k141_3010345,1016,WDD45021.1,"WDD45021.1 ORF1b, partial [Bovine astrovirus]",98.5,338,8.66E-261,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,115,3,0,0,0,0
k141_309794,1426,WDD45057.1,"WDD45057.1 ORF1b, partial [Bovine astrovirus]",98.4,255,1.90E-190,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,48,43,0,0,0,0,0,0,0,0,6
k141_3108176,2320,WDD45055.1,WDD45055.1 ORF2 [Bovine astrovirus],85.2,764,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,6,130,228,0,0,17,0,51,0,0,0
k141_3223746,485,WDD45065.1,"WDD45065.1 ORF1b, partial [Bovine astrovirus]",98.8,161,1.76E-117,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,14,0,32,0,0,0,0,0,0,0,4
k141_3259422,375,WDX94317.1,WDX94317.1 non-structural protein 1a [Bovine astrovirus],96,124,1.24E-73,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,6,0,0,0,0
k141_3301758,1757,BAS29610.1,BAS29610.1 ORF1ab [Bovine astrovirus],96.3,569,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,44,72,0,0,0,0,0,0,0,0,2
k141_353086,411,WDX94321.1,"WDX94321.1 capsid protein precursor, partial [Bovine astrovirus]",99.3,136,6.08E-87,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,11
k141_356859,1582,BAS29630.1,BAS29630.1 ORF2 [Bovine astrovirus],89.7,526,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,91,0,2,0,0,0,0,0,0,0,0
k141_360019,321,WDD45066.1,WDD45066.1 ORF1a [Bovine astrovirus],99,98,1.96E-60,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,8
k141_365494,2182,BAS29633.1,BAS29633.1 ORF2 [Bovine astrovirus],90.6,658,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,2,0,6,187,0,0,0,0,0,0,0
k141_377007,848,WDD45054.1,WDD45054.1 ORF1a [Bovine astrovirus],92.2,282,2.79E-171,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,7,2,0,8,0,0,0,8,0,0,4
k141_42740,2288,QDH76161.1,QDH76161.1 capsid precursor protein [Bovine astrovirus],77.9,739,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,32,0,0,0,2271,0,0,0
k141_449155,370,WDD45035.1,"WDD45035.1 ORF1b, partial [Bovine astrovirus]",98.4,122,5.65E-83,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,8,4,0,0,0,0,0,0,0,0,0
k141_529195,615,WDD45032.1,WDD45032.1 ORF1a [Bovine astrovirus],90.5,201,3.11E-129,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,1,0,64,0,19,0,0,0,0,0
k141_53100,7243,BAS29631.1,BAS29631.1 ORF1ab [Bovine astrovirus],93.7,777,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,73,49,255,628,12,1097,237,9555,110,814,130
k141_628785,1312,WDD45014.1,WDD45014.1 ORF1a [Bovine astrovirus],96.6,358,1.94E-243,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,4,0,0,139,0,40,0,49,8,4,0
k141_696310,879,WDD45101.1,"WDD45101.1 ORF1b, partial [Bovine astrovirus]",97.9,236,4.08E-171,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,6760,404,607,79,35,2927,493,700,3,3,18
k141_733475,3901,WDD45006.1,WDD45006.1 ORF1a [Bovine astrovirus],93.1,778,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,11,0,0,31,0,13,2,0,0,21,947
k141_901019,631,WDX94321.1,"WDX94321.1 capsid protein precursor, partial [Bovine astrovirus]",88,209,3.00E-124,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,21
k141_2897698,316,YP_009010950.1,YP_009010950.1 nsp1a [Bovine astrovirus B18/HK],97.1,105,9.27E-60,Viruses,Bovine astrovirus B18/HK,1027245,Bovine astrovirus B18/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B18/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,12
k141_1792060,343,AED89604.1,"AED89604.1 nsp1a, partial [Bovine astrovirus B34/HK]",94.6,112,2.81E-68,Viruses,Bovine astrovirus B34/HK,1027246,Bovine astrovirus B34/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B34/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,2,0,25,0,0,4
k141_952670,792,AED89604.1,"AED89604.1 nsp1a, partial [Bovine astrovirus B34/HK]",95,221,2.80E-146,Viruses,Bovine astrovirus B34/HK,1027246,Bovine astrovirus B34/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B34/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,46,2,0,6,0,7,0,0,14
k141_2194639,357,YP_009010948.1,YP_009010948.1 capsid protein precursor [Bovine astrovirus B76-2/HK],100,119,3.81E-73,Viruses,Bovine astrovirus B76-2/HK,1027247,Bovine astrovirus B76-2/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B76-2/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,11
k141_3288202,368,YP_009010947.1,YP_009010947.1 nsp1a [Bovine astrovirus B76-2/HK],99.2,122,2.08E-75,Viruses,Bovine astrovirus B76-2/HK,1027247,Bovine astrovirus B76-2/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B76-2/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,19,0,0,0,0,0,0,0,0
k141_2100227,1335,QJI53440.1,QJI53440.1 MAG: nsp1a [Astroviridae sp.],62.9,445,2.28E-186,Viruses,Astroviridae sp.,2585114,Astroviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Astroviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,2,8,0,22,0,8,6,0,2,0
k141_442843,371,QJI53442.1,QJI53442.1 MAG: capsid protein precursor [Astroviridae sp.],73,126,1.12E-57,Viruses,Astroviridae sp.,2585114,Astroviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Astroviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,2,0,0,0,6
k141_2881332,1627,USM11152.1,USM11152.1 MAG: capsid protein [Avian associated bastrovirus 2],26.8,269,8.52E-11,Viruses,Avian associated bastrovirus 2,2936950,Avian associated bastrovirus 2,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Avian associated bastrovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,205,0,0,0,0,0,0,0,0,0,0
k141_1498498,337,WGC86361.1,"WGC86361.1 MAG: polyprotein, partial [Bat picornavirus LS1]",46.9,113,3.32E-20,Viruses,Bat picornavirus LS1,3038404,Bat picornavirus LS1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Bat picornavirus LS1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,14,0,0,0,0
k141_1953142,1359,URG87099.1,URG87099.1 capsid protein precursor [Caprine astrovirus],68,453,1.03E-209,Viruses,Caprine astrovirus,2870633,Caprine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Caprine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,126,0,0,0,0,2,0,0,0,0,0
k141_2691711,865,URG87099.1,URG87099.1 capsid protein precursor [Caprine astrovirus],79.2,284,1.14E-144,Viruses,Caprine astrovirus,2870633,Caprine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Caprine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,124,0,0,0,0,0,0,0,0,0,0
k141_2797699,3405,QDP38692.1,QDP38692.1 capsid protein precursor [Caprine astrovirus G2.1],73.2,705,0,Viruses,Caprine astrovirus G2.1,2598085,Caprine astrovirus G2.1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Caprine astrovirus G2.1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,9,0,0,254,0,59,0,150,0,0,0
k141_1930597,582,YP_009480537.1,YP_009480537.1 ORF1a [Sichuan takin astrovirus],96.4,194,1.02E-124,Viruses,Sichuan takin astrovirus,2220003,Sichuan takin astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Sichuan takin astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,21,0,0,0,4,0,0,0,0,6
k141_3084368,761,YP_009480537.1,YP_009480537.1 ORF1a [Sichuan takin astrovirus],97.6,253,1.91E-159,Viruses,Sichuan takin astrovirus,2220003,Sichuan takin astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Sichuan takin astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,71,0,0,0,0,0,0,0,0
k141_3273032,565,YP_009480537.1,YP_009480537.1 ORF1a [Sichuan takin astrovirus],98.4,188,3.87E-119,Viruses,Sichuan takin astrovirus,2220003,Sichuan takin astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Sichuan takin astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,4,53,0,0,0,0,0,0,0,0
k141_3207210,390,QTP76097.1,QTP76097.1 capsid protein [Water buffalo astrovirus],69.9,133,5.56E-51,Viruses,Water buffalo astrovirus,1495051,Water buffalo astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Water buffalo astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,8,0,0,0,0
k141_1099532,338,DAD57286.1,DAD57286.1 MAG TPA: putative penton capsid protein [MELD virus sp.],48.1,108,1.73E-20,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,0,0,0,0,0,0,8,0,0
k141_1428837,621,DAD57300.1,DAD57300.1 MAG TPA: hypothetical protein [MELD virus sp.],37,138,1.30E-24,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,16,0,0,0,0,0,4,0,0
k141_1694806,388,DAD57286.1,DAD57286.1 MAG TPA: putative penton capsid protein [MELD virus sp.],56.5,124,9.50E-38,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,2,0,0,0,0,0,5,0,0
k141_1953895,2478,DAD57286.1,DAD57286.1 MAG TPA: putative penton capsid protein [MELD virus sp.],44.9,350,7.23E-75,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,264,0,0,0,0,0,4,0,0
k141_2281420,797,DAD57291.1,DAD57291.1 MAG TPA: hypothetical protein [MELD virus sp.],50.2,261,5.67E-71,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,26,0,0,0,0,0,2,0,0
k141_2505206,436,DAD57283.1,DAD57283.1 MAG TPA: DNA polymerase B [MELD virus sp.],45.9,135,2.28E-29,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,0,0,0,0,0,0,11,0,0
k141_544048,664,DAD57284.1,DAD57284.1 MAG TPA: integrase [MELD virus sp.],51.2,127,1.32E-32,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,73,15,495,0,126,47,0,0,72,0,77
k141_1411976,2283,AQY59900.1,AQY59900.1 coat protein [Statovirus A4],33.1,166,1.24E-12,Viruses,Statovirus A4,1964820,Statovirus A4,root|Viruses|unclassified viruses|Statovirus|Statovirus A4,no rank|superkingdom|no rank|clade|species,0,0,0,294,0,0,0,0,0,0,0
k141_1092018,837,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",91,277,2.41E-182,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,40,0,2,0,0,0,6,0,0,16,0
k141_1231730,912,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",41.6,238,2.96E-49,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,40,0,114
k141_1349093,3687,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",38,526,4.11E-107,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,1028,0,9
k141_1925252,409,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",45.5,88,1.14E-13,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,0,0,50
k141_2342850,1550,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",31,419,2.82E-52,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,130,0,0
k141_264483,397,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",87.9,132,3.18E-75,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,8,0,0,0,0,0,0,4,0
k141_2807514,603,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",87.6,153,1.58E-88,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,28,6,37,0,0,0,0,0,0,16,0
k141_2816057,1747,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",44.8,507,5.52E-131,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,295,0,76
k141_2968648,1638,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",39.1,297,2.98E-44,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,0,0,120
k141_3140887,3150,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",33.9,554,1.13E-80,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,16,0,0,4,0,0,8,0,940
k141_3237508,1271,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",31.6,187,1.87E-14,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,47,0,16
k141_553916,3386,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",45.9,543,2.31E-142,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,5015,0,0,0,0,52,0,18
k141_696528,1314,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",34.5,409,2.05E-64,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,59,0,0
k141_726076,3300,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",90.1,558,0,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,37,14,83,0,0,0,0,6,20,967,309
k141_916612,969,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",42.6,188,4.49E-35,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,0,0,108
k141_1774902,1214,QYB17053.1,QYB17053.1 RNA-dependent RNA polymerase [Statovirus F1],33.3,168,2.45E-14,Viruses,Statovirus F1,2862951,Statovirus F1,root|Viruses|unclassified viruses|Statovirus|Statovirus F1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,312,0,133
k141_2400395,708,QYB17053.1,QYB17053.1 RNA-dependent RNA polymerase [Statovirus F1],36.2,163,2.30E-25,Viruses,Statovirus F1,2862951,Statovirus F1,root|Viruses|unclassified viruses|Statovirus|Statovirus F1,no rank|superkingdom|no rank|clade|species,18,0,38,0,0,0,0,0,0,8,0
k141_2390526,1295,QRD99309.1,"QRD99309.1 MAG: RNA-dependent RNA polymerase, partial [Statovirus sp.]",46.9,409,8.09E-104,Viruses,Statovirus sp.,2747383,Statovirus sp.,root|Viruses|unclassified viruses|Statovirus|Statovirus sp.,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,106,0,0,0,0,0
k141_2451467,557,QRD99315.1,"QRD99315.1 MAG: RNA-dependent RNA polymerase, partial [Statovirus sp.]",36.8,152,7.93E-17,Viruses,Statovirus sp.,2747383,Statovirus sp.,root|Viruses|unclassified viruses|Statovirus|Statovirus sp.,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,37,0,0,0,0,0
