contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52F,Y70,Y7
k141_2350854,468,WEP24343.1,WEP24343.1 ORF2 [Bovine astrovirus],96.8,155,4.39E-102,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.951997498,0.483313084,0,0,0,0,0,0,0,0,0
k141_2486748,312,WDD45032.1,WDD45032.1 ORF1a [Bovine astrovirus],95.2,104,1.58E-58,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.135999643,0.483313084,0,0,0,0,0,0,0,0,0
k141_2604521,393,WCO04011.1,"WCO04011.1 ORF1a, partial [Bovine astrovirus]",88.5,130,2.32E-75,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,1.29508316,0,0.218702505,0,1.529605515,0,0,0
k141_2624294,716,WEP24329.1,WEP24329.1 ORF1a [Bovine astrovirus],92.7,234,4.13E-150,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,4.419988384,0,0,0,0,0,0,0,0,0,0
k141_2641256,788,WDD45101.1,"WDD45101.1 ORF1b, partial [Bovine astrovirus]",97.7,262,1.24E-192,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.271999285,3.769842056,7.641764376,0.161885395,0,0,0,0,0,0,0.33829588
k141_2652641,678,WDD45066.1,WDD45066.1 ORF1a [Bovine astrovirus],98.2,225,1.19E-142,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0.966626168,0,0,0,0.14580167,0,0,0,0,2.198923221
k141_269222,438,WDD45065.1,"WDD45065.1 ORF1b, partial [Bovine astrovirus]",98.6,146,1.35E-104,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.135999643,0,0,0,0,0.14580167,0,1.01973701,0,0,0.16914794
k141_2749966,701,BAS29632.1,BAS29632.1 ORF1a [Bovine astrovirus],93.6,233,2.54E-135,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,6.323983381,0,0,0,0,0,0,0,0,0,0
k141_2806948,594,BAS29632.1,BAS29632.1 ORF1a [Bovine astrovirus],93.6,187,3.89E-118,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,9.775895795,0.084978084,0,0,0
k141_2819792,6301,BAS29607.1,BAS29607.1 ORF1ab [Bovine astrovirus],94.7,774,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,1.631995711,0.193325234,0,405.0372583,0.337034506,1.093512526,0.428141422,9.602523509,0.45387506,0.49137055,0.16914794
k141_2825337,573,QYV43512.1,QYV43512.1 ORF1ab [Bovine astrovirus],96.6,147,6.20E-103,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,2.243994103,1.546601869,0,0,0,0,0,0,0,0,0.50744382
k141_2849713,774,WDX94315.1,WDX94315.1 capsid protein [Bovine astrovirus],94.4,251,3.64E-165,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,2.996989952,0,0,0,0
k141_285900,2574,UIT55527.1,UIT55527.1 ORF1a [Bovine astrovirus],96.9,777,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,15.6007787,0.570855229,0,0,0,0
k141_2890891,1876,BAS29606.1,BAS29606.1 ORF2 [Bovine astrovirus],85.1,625,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,4.351988563,9.279611215,0,0,0.842586265,0,0,0,0,0,0.16914794
k141_2921536,1169,WDD45032.1,WDD45032.1 ORF1a [Bovine astrovirus],88.8,385,9.34E-236,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,6.186407477,0,1.61885395,0,0.14580167,0,0,0,49.21895013,0
k141_2935117,755,WDD45055.1,WDD45055.1 ORF2 [Bovine astrovirus],94,251,4.61E-158,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.407998928,0.483313084,0,0,0,1.312215031,0,2.804276777,0,0,0.33829588
k141_3010345,1016,WDD45021.1,"WDD45021.1 ORF1b, partial [Bovine astrovirus]",98.5,338,8.66E-261,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,8.383596029,0.214070711,0,0,0,0
k141_309794,1426,WDD45057.1,"WDD45057.1 ORF1b, partial [Bovine astrovirus]",98.4,255,1.90E-190,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,3.263991422,4.156492523,0,0,0,0,0,0,0,0,0.50744382
k141_3108176,2320,WDD45055.1,WDD45055.1 ORF2 [Bovine astrovirus],85.2,764,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.407998928,12.56614019,17.25071562,0,0,1.239314196,0,4.333882292,0,0,0
k141_3223746,485,WDD45065.1,"WDD45065.1 ORF1b, partial [Bovine astrovirus]",98.8,161,1.76E-117,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.951997498,0,2.42115307,0,0,0,0,0,0,0,0.33829588
k141_3259422,375,WDX94317.1,WDX94317.1 non-structural protein 1a [Bovine astrovirus],96,124,1.24E-73,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0.428141422,0,0,0,0
k141_3301758,1757,BAS29610.1,BAS29610.1 ORF1ab [Bovine astrovirus],96.3,569,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,2.991992137,6.959708411,0,0,0,0,0,0,0,0,0.16914794
k141_353086,411,WDX94321.1,"WDX94321.1 capsid protein precursor, partial [Bovine astrovirus]",99.3,136,6.08E-87,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,0.93031367
k141_356859,1582,BAS29630.1,BAS29630.1 ORF2 [Bovine astrovirus],89.7,526,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,6.187983738,0,0.151322067,0,0,0,0,0,0,0,0
k141_360019,321,WDD45066.1,WDD45066.1 ORF1a [Bovine astrovirus],99,98,1.96E-60,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,0.67659176
k141_365494,2182,BAS29633.1,BAS29633.1 ORF2 [Bovine astrovirus],90.6,658,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.135999643,0,0.453966201,15.13628443,0,0,0,0,0,0,0
k141_377007,848,WDD45054.1,WDD45054.1 ORF1a [Bovine astrovirus],92.2,282,2.79E-171,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.475998749,0.193325234,0,0.64754158,0,0,0,0.679824673,0,0,0.33829588
k141_42740,2288,QDH76161.1,QDH76161.1 capsid precursor protein [Bovine astrovirus],77.9,739,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,2.59016632,0,0,0,192.9852291,0,0,0
k141_449155,370,WDD45035.1,"WDD45035.1 ORF1b, partial [Bovine astrovirus]",98.4,122,5.65E-83,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.54399857,0.386650467,0,0,0,0,0,0,0,0,0
k141_529195,615,WDD45032.1,WDD45032.1 ORF1a [Bovine astrovirus],90.5,201,3.11E-129,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0.096662617,0,5.18033264,0,1.385115866,0,0,0,0,0
k141_53100,7243,BAS29631.1,BAS29631.1 ORF1ab [Bovine astrovirus],93.7,777,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,4.963986955,4.736468224,19.29356352,50.83201403,1.011103518,79.97221603,16.91158616,811.9655941,8.321042775,66.66260467,10.99461611
k141_628785,1312,WDD45014.1,WDD45014.1 ORF1a [Bovine astrovirus],96.6,358,1.94E-243,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.271999285,0,0,11.25103495,0,2.916033401,0,4.163926123,0.605166747,0.327580367,0
k141_696310,879,WDD45101.1,"WDD45101.1 ORF1b, partial [Bovine astrovirus]",97.9,236,4.08E-171,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,459.678792,39.0516972,45.92624729,6.394473103,2.949051926,213.3807441,35.17895348,59.48465891,0.22693753,0.245685275,1.522331461
k141_733475,3901,WDD45006.1,WDD45006.1 ORF1a [Bovine astrovirus],93.1,778,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.747998034,0,0,2.509223623,0,0.947710855,0.142713807,0,0,1.719796926,80.09154963
k141_901019,631,WDX94321.1,"WDX94321.1 capsid protein precursor, partial [Bovine astrovirus]",88,209,3.00E-124,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,1.776053371
k141_2897698,316,YP_009010950.1,YP_009010950.1 nsp1a [Bovine astrovirus B18/HK],97.1,105,9.27E-60,Viruses,Bovine astrovirus B18/HK,1027245,Bovine astrovirus B18/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B18/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,1.014887641
k141_1792060,343,AED89604.1,"AED89604.1 nsp1a, partial [Bovine astrovirus B34/HK]",94.6,112,2.81E-68,Viruses,Bovine astrovirus B34/HK,1027246,Bovine astrovirus B34/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B34/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0.14580167,0,2.124452104,0,0,0.33829588
k141_952670,792,AED89604.1,"AED89604.1 nsp1a, partial [Bovine astrovirus B34/HK]",95,221,2.80E-146,Viruses,Bovine astrovirus B34/HK,1027246,Bovine astrovirus B34/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B34/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,3.480407538,0.161885395,0,0.43740501,0,0.594846589,0,0,1.184035581
k141_2194639,357,YP_009010948.1,YP_009010948.1 capsid protein precursor [Bovine astrovirus B76-2/HK],100,119,3.81E-73,Viruses,Bovine astrovirus B76-2/HK,1027247,Bovine astrovirus B76-2/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B76-2/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,0,0.93031367
k141_3288202,368,YP_009010947.1,YP_009010947.1 nsp1a [Bovine astrovirus B76-2/HK],99.2,122,2.08E-75,Viruses,Bovine astrovirus B76-2/HK,1027247,Bovine astrovirus B76-2/HK,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus B76-2/HK,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,1.437559635,0,0,0,0,0,0,0,0
k141_2100227,1335,QJI53440.1,QJI53440.1 MAG: nsp1a [Astroviridae sp.],62.9,445,2.28E-186,Viruses,Astroviridae sp.,2585114,Astroviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Astroviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0.193325234,0.605288267,0,1.853689782,0,0.570855229,0.509868505,0,0.163790183,0
k141_442843,371,QJI53442.1,QJI53442.1 MAG: capsid protein precursor [Astroviridae sp.],73,126,1.12E-57,Viruses,Astroviridae sp.,2585114,Astroviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Astroviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,0.142713807,0,0,0,0.50744382
k141_2881332,1627,USM11152.1,USM11152.1 MAG: capsid protein [Avian associated bastrovirus 2],26.8,269,8.52E-11,Viruses,Avian associated bastrovirus 2,2936950,Avian associated bastrovirus 2,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Avian associated bastrovirus 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,13.93996337,0,0,0,0,0,0,0,0,0,0
k141_1498498,337,WGC86361.1,"WGC86361.1 MAG: polyprotein, partial [Bat picornavirus LS1]",46.9,113,3.32E-20,Viruses,Bat picornavirus LS1,3038404,Bat picornavirus LS1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Bat picornavirus LS1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,0.998996651,0,0,0,0
k141_1953142,1359,URG87099.1,URG87099.1 capsid protein precursor [Caprine astrovirus],68,453,1.03E-209,Viruses,Caprine astrovirus,2870633,Caprine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Caprine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,8.567977483,0,0,0,0,0.14580167,0,0,0,0,0
k141_2691711,865,URG87099.1,URG87099.1 capsid protein precursor [Caprine astrovirus],79.2,284,1.14E-144,Viruses,Caprine astrovirus,2870633,Caprine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Caprine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,8.431977841,0,0,0,0,0,0,0,0,0,0
k141_2797699,3405,QDP38692.1,QDP38692.1 capsid protein precursor [Caprine astrovirus G2.1],73.2,705,0,Viruses,Caprine astrovirus G2.1,2598085,Caprine astrovirus G2.1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Caprine astrovirus G2.1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0.611998392,0,0,20.55944517,0,4.301149267,0,12.74671262,0,0,0
k141_1930597,582,YP_009480537.1,YP_009480537.1 ORF1a [Sichuan takin astrovirus],96.4,194,1.02E-124,Viruses,Sichuan takin astrovirus,2220003,Sichuan takin astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Sichuan takin astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,2.029914953,0,0,0,0.29160334,0,0,0,0,0.50744382
k141_3084368,761,YP_009480537.1,YP_009480537.1 ORF1a [Sichuan takin astrovirus],97.6,253,1.91E-159,Viruses,Sichuan takin astrovirus,2220003,Sichuan takin astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Sichuan takin astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,5.371933373,0,0,0,0,0,0,0,0
k141_3273032,565,YP_009480537.1,YP_009480537.1 ORF1a [Sichuan takin astrovirus],98.4,188,3.87E-119,Viruses,Sichuan takin astrovirus,2220003,Sichuan takin astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Sichuan takin astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0.386650467,4.010034772,0,0,0,0,0,0,0,0
k141_3207210,390,QTP76097.1,QTP76097.1 capsid protein [Water buffalo astrovirus],69.9,133,5.56E-51,Viruses,Water buffalo astrovirus,1495051,Water buffalo astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|unclassified Astroviridae|Water buffalo astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,0.570855229,0,0,0,0
k141_1099532,338,DAD57286.1,DAD57286.1 MAG TPA: putative penton capsid protein [MELD virus sp.],48.1,108,1.73E-20,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,0,0,0,0,0,0,0.605166747,0,0
k141_1428837,621,DAD57300.1,DAD57300.1 MAG TPA: hypothetical protein [MELD virus sp.],37,138,1.30E-24,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,1.210576535,0,0,0,0,0,0.302583374,0,0
k141_1694806,388,DAD57286.1,DAD57286.1 MAG TPA: putative penton capsid protein [MELD virus sp.],56.5,124,9.50E-38,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,0.151322067,0,0,0,0,0,0.378229217,0,0
k141_1953895,2478,DAD57286.1,DAD57286.1 MAG TPA: putative penton capsid protein [MELD virus sp.],44.9,350,7.23E-75,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,19.97451282,0,0,0,0,0,0.302583374,0,0
k141_2281420,797,DAD57291.1,DAD57291.1 MAG TPA: hypothetical protein [MELD virus sp.],50.2,261,5.67E-71,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,1.967186869,0,0,0,0,0,0.151291687,0,0
k141_2505206,436,DAD57283.1,DAD57283.1 MAG TPA: DNA polymerase B [MELD virus sp.],45.9,135,2.28E-29,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,0,0,0,0,0,0,0,0,0.832104277,0,0
k141_544048,664,DAD57284.1,DAD57284.1 MAG TPA: integrase [MELD virus sp.],51.2,127,1.32E-32,Viruses,MELD virus sp.,2834287,MELD virus sp.,root|Viruses|unclassified viruses|MELD virus sp.,no rank|superkingdom|no rank|species,4.963986955,1.449939252,37.45221155,0,10.61658693,3.426339247,0,0,5.446500725,0,6.512195693
k141_1411976,2283,AQY59900.1,AQY59900.1 coat protein [Statovirus A4],33.1,166,1.24E-12,Viruses,Statovirus A4,1964820,Statovirus A4,root|Viruses|unclassified viruses|Statovirus|Statovirus A4,no rank|superkingdom|no rank|clade|species,0,0,0,23.79715307,0,0,0,0,0,0,0
k141_1092018,837,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",91,277,2.41E-182,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,2.719992852,0,0.151322067,0,0,0,0.428141422,0,0,1.310321468,0
